File Name,Device_792888129_0_Sensor_0_X,Device_792888129_0_Sensor_0_Y,Device_792888129_0_Sensor_0_Z
1.hdf5,188.29965209960938,-207.0303192138672,-14.339226722717285
2.hdf5,193.89981079101562,-249.04673767089844,-8.512978553771973
3.hdf5,173.57557678222656,-299.2967834472656,-35.915374755859375
4.hdf5,325.2101135253906,-221.2873992919922,-19.490367889404297
5.hdf5,328.0667724609375,-100.99529266357422,-18.465534210205078
